pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
ES-PT,ES + PT docs,embed,100.0,29.0294,35.8483,0.9306,27.4978,30.561,27.204,30.8548,23.9536,46.378,bge-m3,mmarco-8841823-bilingual-es-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-060953-agg.csv
ES-PT,ES docs,embed,0.0,30.0736,37.1655,0.9648,28.4857,31.6615,28.1812,31.9661,25.4248,46.1197,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-065602-agg.csv
ES-PT,ES docs,embed,10.0,30.3244,37.0568,0.9619,28.7411,31.9076,28.4375,32.2113,25.566,46.7599,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-065619-agg.csv
ES-PT,ES docs,embed,30.0,30.7701,37.209,0.9659,29.1803,32.3598,28.8754,32.6647,26.0315,47.1979,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-065636-agg.csv
ES-PT,ES docs,embed,50.0,30.7497,37.0086,0.9607,29.1685,32.3309,28.8652,32.6342,25.9594,47.1979,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-065650-agg.csv
ES-PT,ES docs,embed,70.0,29.6834,36.4027,0.945,28.128,31.2387,27.8297,31.537,24.9042,46.0299,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-065705-agg.csv
ES-PT,ES docs,embed,90.0,28.0943,36.1375,0.9381,26.5503,29.6383,26.2542,29.9344,23.5013,43.6152,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-065720-agg.csv
ES-PT,ES docs,embed,100.0,27.3336,35.7614,0.9283,25.8057,28.8615,25.5127,29.1546,22.7659,42.801,bge-m3,mmarco-8841823-spanish-es-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-065735-agg.csv
ES-PT,PT docs,embed,0.0,27.0587,35.5186,0.922,25.5411,28.5762,25.2501,28.8673,22.3426,43.3962,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062916-agg.csv
ES-PT,PT docs,embed,10.0,27.8458,35.7289,0.9275,26.3193,29.3723,26.0265,29.6651,23.0173,44.6092,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062934-agg.csv
ES-PT,PT docs,embed,30.0,29.09,36.0627,0.9361,27.5492,30.6307,27.2537,30.9263,24.1423,46.277,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-062951-agg.csv
ES-PT,PT docs,embed,50.0,29.9504,36.7558,0.9541,28.38,31.5208,28.0788,31.822,25.0873,46.816,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-063007-agg.csv
ES-PT,PT docs,embed,70.0,29.5893,36.2789,0.9418,28.0393,31.1394,27.742,31.4367,24.4939,46.9508,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-063023-agg.csv
ES-PT,PT docs,embed,90.0,29.033,36.1106,0.9374,27.4902,30.5758,27.1943,30.8717,23.9917,46.2264,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-063040-agg.csv
ES-PT,PT docs,embed,100.0,28.6351,35.9787,0.934,27.0979,30.1723,26.8031,30.4671,23.6959,45.7547,bge-m3,mmarco-8841823-portuguese-es-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-063055-agg.csv
FR-IT,FR + IT docs,embed,0.0,30.2786,37.1794,0.9651,28.6902,31.8671,28.3855,32.1718,25.605,46.4342,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062406-agg.csv
FR-IT,FR + IT docs,embed,10.0,30.7517,37.314,0.9686,29.1574,32.3459,28.8517,32.6517,26.0394,47.0743,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062428-agg.csv
FR-IT,FR + IT docs,embed,30.0,31.0451,37.1312,0.9639,29.4587,32.6315,29.1544,32.9358,26.1173,47.9167,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-062448-agg.csv
FR-IT,FR + IT docs,embed,50.0,30.5885,36.8315,0.9561,29.0148,32.1621,28.713,32.4639,25.6134,47.6696,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-062508-agg.csv
FR-IT,FR + IT docs,embed,70.0,30.1731,36.9285,0.9586,28.5954,31.7509,28.2928,32.0535,25.3314,46.6476,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-062531-agg.csv
FR-IT,FR + IT docs,embed,90.0,29.6766,36.8284,0.956,28.1031,31.2501,27.8013,31.5519,24.9048,45.8389,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-062551-agg.csv
FR-IT,FR + IT docs,embed,100.0,29.2,36.6469,0.9513,27.6343,30.7657,27.334,31.0661,24.4603,45.2325,bge-m3,mmarco-8841823-bilingual-fr-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-062613-agg.csv
FR-IT,FR docs,embed,0.0,30.0966,37.0068,0.9606,28.5155,31.6777,28.2123,31.981,25.3697,46.4791,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-071713-agg.csv
FR-IT,FR docs,embed,10.0,30.4063,37.0667,0.9622,28.8227,31.99,28.5189,32.2938,25.6747,46.8497,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-071727-agg.csv
FR-IT,FR docs,embed,30.0,30.6209,37.1996,0.9657,29.0316,32.2103,28.7268,32.5151,25.8365,47.1193,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-071743-agg.csv
FR-IT,FR docs,embed,50.0,30.1161,37.0571,0.962,28.5329,31.6994,28.2292,32.0031,25.414,46.4342,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-071759-agg.csv
FR-IT,FR docs,embed,70.0,28.9066,36.5858,0.9497,27.3435,30.4697,27.0437,30.7695,24.3024,44.9517,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-071814-agg.csv
FR-IT,FR docs,embed,90.0,27.0784,35.9602,0.9335,25.542,28.6148,25.2473,28.9095,22.6385,42.2507,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-071829-agg.csv
FR-IT,FR docs,embed,100.0,25.739,35.3059,0.9165,24.2306,27.2474,23.9412,27.5368,21.4223,40.4987,bge-m3,mmarco-8841823-french-fr-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-071846-agg.csv
FR-IT,IT docs,embed,0.0,25.621,35.3919,0.9187,24.1089,27.1331,23.8189,27.4232,21.1923,40.5604,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-070637-agg.csv
FR-IT,IT docs,embed,10.0,26.7491,35.571,0.9234,25.2293,28.2689,24.9378,28.5604,21.9854,42.7504,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-070653-agg.csv
FR-IT,IT docs,embed,30.0,28.7091,36.4127,0.9452,27.1533,30.2648,26.8549,30.5632,23.8095,45.1426,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-070708-agg.csv
FR-IT,IT docs,embed,50.0,29.7026,36.7359,0.9536,28.1331,31.2721,27.832,31.5732,24.7943,46.378,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-070723-agg.csv
FR-IT,IT docs,embed,70.0,29.9909,36.7401,0.9537,28.4212,31.5606,28.1201,31.8617,25.0501,46.861,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-070738-agg.csv
FR-IT,IT docs,embed,90.0,29.4868,36.7226,0.9533,27.9179,31.0558,27.6169,31.3567,24.6963,45.7491,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-070753-agg.csv
FR-IT,IT docs,embed,100.0,28.9457,36.3961,0.9448,27.3907,30.5007,27.0924,30.799,24.1039,45.2774,bge-m3,mmarco-8841823-italian-fr-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-070807-agg.csv
FR-PT,FR + PT docs,embed,0.0,30.311,36.6642,0.9518,28.7445,31.8774,28.444,32.1779,25.3885,47.4225,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251216-222327-agg.csv
FR-PT,FR + PT docs,embed,10.0,30.6711,36.6806,0.9522,29.1039,32.2383,28.8033,32.5389,25.6324,48.1637,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251216-222344-agg.csv
FR-PT,FR + PT docs,embed,30.0,31.0485,36.8998,0.9579,29.472,32.6251,29.1696,32.9274,26.0743,48.2985,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251216-222402-agg.csv
FR-PT,FR + PT docs,embed,50.0,30.6929,36.7055,0.9528,29.1246,32.2611,28.8238,32.5619,25.6807,47.8044,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251216-222418-agg.csv
FR-PT,FR + PT docs,embed,70.0,30.1044,36.4173,0.9453,28.5484,31.6603,28.25,31.9587,24.9502,47.5685,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251216-222435-agg.csv
FR-PT,FR + PT docs,embed,90.0,29.3932,36.5125,0.9478,27.8332,30.9531,27.5339,31.2524,24.5047,46.1646,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251216-222452-agg.csv
FR-PT,FR + PT docs,embed,100.0,28.789,36.1938,0.9395,27.2426,30.3354,26.946,30.632,23.9347,45.502,bge-m3,mmarco-8841823-bilingual-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251216-222509-agg.csv
FR-PT,FR docs,embed,0.0,30.1557,37.0087,0.9607,28.5746,31.7369,28.2713,32.0402,25.3927,46.6139,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-175747-agg.csv
FR-PT,FR docs,embed,10.0,30.3921,36.8475,0.9565,28.8178,31.9664,28.5158,32.2684,25.523,47.3888,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-175808-agg.csv
FR-PT,FR docs,embed,30.0,30.5319,37.039,0.9615,28.9494,32.1144,28.6459,32.4179,25.7985,46.9845,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-175826-agg.csv
FR-PT,FR docs,embed,50.0,29.9305,37.0041,0.9606,28.3495,31.5115,28.0462,31.8147,25.3757,45.8053,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-175846-agg.csv
FR-PT,FR docs,embed,70.0,28.2797,36.5472,0.9487,26.7182,29.8411,26.4187,30.1406,23.7299,43.6096,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-175908-agg.csv
FR-PT,FR docs,embed,90.0,26.0934,35.5643,0.9232,24.574,27.6129,24.2825,27.9044,21.7277,40.9479,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-175928-agg.csv
FR-PT,FR docs,embed,100.0,24.9286,35.1113,0.9114,23.4285,26.4288,23.1408,26.7165,20.6941,39.3194,bge-m3,mmarco-8841823-french-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-175949-agg.csv
FR-PT,PT docs,embed,0.0,25.4473,34.7889,0.9031,23.961,26.9337,23.6759,27.2187,20.9267,40.9142,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-182948-agg.csv
FR-PT,PT docs,embed,10.0,26.3181,35.1709,0.913,24.8154,27.8208,24.5272,28.109,21.5723,42.2058,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-183006-agg.csv
FR-PT,PT docs,embed,30.0,28.6442,35.7783,0.9288,27.1156,30.1728,26.8224,30.466,23.5803,46.013,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-183029-agg.csv
FR-PT,PT docs,embed,50.0,29.5108,36.1947,0.9396,27.9644,31.0573,27.6678,31.3539,24.3863,47.0013,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-183052-agg.csv
FR-PT,PT docs,embed,70.0,29.4631,36.1351,0.938,27.9193,31.007,27.6231,31.3031,24.2821,47.1586,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-183114-agg.csv
FR-PT,PT docs,embed,90.0,28.9201,36.2404,0.9408,27.3718,30.4685,27.0748,30.7655,24.0041,45.8221,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-183137-agg.csv
FR-PT,PT docs,embed,100.0,28.6351,35.9787,0.934,27.0979,30.1723,26.8031,30.4671,23.6959,45.7547,bge-m3,mmarco-8841823-portuguese-fr-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-183159-agg.csv
HI-AR,AR docs,embed,0.0,17.4852,31.3114,0.8128,16.1474,18.823,15.8908,19.0796,14.5716,27.847,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-063949-agg.csv
HI-AR,AR docs,embed,10.0,19.4941,32.3882,0.8408,18.1103,20.8778,17.8449,21.1433,16.1258,31.1489,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-064006-agg.csv
HI-AR,AR docs,embed,30.0,23.4509,34.2119,0.8881,21.9892,24.9126,21.7089,25.193,19.4211,37.281,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-064022-agg.csv
HI-AR,AR docs,embed,50.0,25.2893,34.6532,0.8996,23.8087,26.7698,23.5247,27.0538,20.8387,40.5604,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-064038-agg.csv
HI-AR,AR docs,embed,70.0,25.719,34.8911,0.9057,24.2283,27.2098,23.9424,27.4957,21.2346,41.3578,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-064053-agg.csv
HI-AR,AR docs,embed,90.0,25.0428,34.7532,0.9021,23.558,26.5276,23.2732,26.8124,20.7139,40.1112,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-064109-agg.csv
HI-AR,AR docs,embed,100.0,24.4812,34.7626,0.9024,22.996,25.9664,22.7111,26.2513,20.3437,38.7972,bge-m3,mmarco-8841823-arabic-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-064125-agg.csv
HI-AR,HI + AR docs,embed,0.0,27.0773,36.1491,0.9384,25.5329,28.6218,25.2366,28.918,22.6915,42.0597,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062359-agg.csv
HI-AR,HI + AR docs,embed,10.0,27.2898,35.918,0.9324,25.7552,28.8244,25.4608,29.1187,22.7224,42.8908,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062420-agg.csv
HI-AR,HI + AR docs,embed,30.0,28.2708,36.2278,0.9404,26.723,29.8187,26.4261,30.1156,23.5305,44.5193,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-062441-agg.csv
HI-AR,HI + AR docs,embed,50.0,27.6427,35.7323,0.9276,26.116,29.1693,25.8232,29.4621,22.976,43.6602,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-062502-agg.csv
HI-AR,HI + AR docs,embed,70.0,26.7874,35.2716,0.9156,25.2804,28.2944,24.9914,28.5834,22.0338,43.1772,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-062523-agg.csv
HI-AR,HI + AR docs,embed,90.0,25.5733,34.9246,0.9066,24.0812,27.0655,23.795,27.3517,21.1323,41.0546,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-062544-agg.csv
HI-AR,HI + AR docs,embed,100.0,24.6267,34.6257,0.8988,23.1473,26.106,22.8635,26.3898,20.379,39.3699,bge-m3,mmarco-8841823-bilingual-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-062606-agg.csv
HI-AR,HI docs,embed,0.0,26.8289,36.1907,0.9395,25.2827,28.3752,24.9861,28.6717,22.4281,41.487,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-070112-agg.csv
HI-AR,HI docs,embed,10.0,26.9447,35.9338,0.9328,25.4095,28.48,25.115,28.7745,22.422,42.1608,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-070126-agg.csv
HI-AR,HI docs,embed,30.0,27.6021,36.1612,0.9387,26.0571,29.1471,25.7608,29.4434,23.0291,43.3064,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-070142-agg.csv
HI-AR,HI docs,embed,50.0,26.3826,35.7144,0.9271,24.8567,27.9085,24.5641,28.2012,22.003,41.3017,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-070159-agg.csv
HI-AR,HI docs,embed,70.0,23.2442,34.3824,0.8925,21.7752,24.7132,21.4934,24.9949,19.2672,37.0002,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-070215-agg.csv
HI-AR,HI docs,embed,90.0,18.1229,31.6813,0.8224,16.7694,19.4765,16.5097,19.7361,14.9732,28.914,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-070231-agg.csv
HI-AR,HI docs,embed,100.0,15.4611,29.7071,0.7712,14.1918,16.7303,13.9484,16.9737,12.6298,25.073,bge-m3,mmarco-8841823-hindi-hi-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-070247-agg.csv
HI-ZH,HI + ZH docs,embed,0.0,27.1128,36.2616,0.9413,25.5635,28.6621,25.2664,28.9592,22.7872,41.9587,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-131410-agg.csv
HI-ZH,HI + ZH docs,embed,10.0,27.6216,36.354,0.9437,26.0684,29.1748,25.7705,29.4727,23.1892,42.9358,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-131429-agg.csv
HI-ZH,HI + ZH docs,embed,30.0,28.2787,36.3467,0.9435,26.7258,29.8316,26.4279,30.1294,23.7124,44.1038,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-131446-agg.csv
HI-ZH,HI + ZH docs,embed,50.0,27.5347,35.3768,0.9183,26.0233,29.0462,25.7334,29.3361,22.6559,44.3452,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-131505-agg.csv
HI-ZH,HI + ZH docs,embed,70.0,27.1917,35.4956,0.9214,25.6751,28.7082,25.3843,28.9991,22.4771,43.2334,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-131523-agg.csv
HI-ZH,HI + ZH docs,embed,90.0,26.8994,35.1058,0.9113,25.3995,28.3993,25.1118,28.687,22.0397,43.4692,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-131541-agg.csv
HI-ZH,HI + ZH docs,embed,100.0,26.4332,34.9032,0.906,24.942,27.9244,24.6559,28.2105,21.6374,42.8628,bge-m3,mmarco-8841823-bilingual-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-131559-agg.csv
HI-ZH,HI docs,embed,0.0,26.8289,36.1907,0.9395,25.2827,28.3752,24.9861,28.6717,22.4281,41.487,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-042136-agg.csv
HI-ZH,HI docs,embed,10.0,26.9556,36.0468,0.9357,25.4155,28.4957,25.1201,28.7911,22.5285,41.925,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-042154-agg.csv
HI-ZH,HI docs,embed,30.0,27.2576,35.9024,0.932,25.7237,28.7915,25.4294,29.0857,22.6994,42.8347,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-042213-agg.csv
HI-ZH,HI docs,embed,50.0,26.8893,36.2133,0.9401,25.3421,28.4365,25.0453,28.7333,22.6905,41.4027,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-042233-agg.csv
HI-ZH,HI docs,embed,70.0,24.1038,34.9834,0.9081,22.6092,25.5985,22.3225,25.8852,20.2246,37.5955,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-042252-agg.csv
HI-ZH,HI docs,embed,90.0,18.6887,32.0707,0.8325,17.3185,20.0589,17.0557,20.3217,15.482,29.8461,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-042316-agg.csv
HI-ZH,HI docs,embed,100.0,15.8164,29.833,0.7744,14.5418,17.091,14.2973,17.3355,12.8918,26.0726,bge-m3,mmarco-8841823-hindi-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-042334-agg.csv
HI-ZH,ZH docs,embed,0.0,15.706,29.4923,0.7656,14.446,16.9661,14.2043,17.2078,12.746,25.9265,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-044917-agg.csv
HI-ZH,ZH docs,embed,10.0,18.4627,31.6081,0.8205,17.1123,19.8132,16.8532,20.0722,15.1681,29.8574,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-044932-agg.csv
HI-ZH,ZH docs,embed,30.0,23.2217,33.9821,0.8821,21.7698,24.6735,21.4913,24.952,19.0505,37.5056,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-044945-agg.csv
HI-ZH,ZH docs,embed,50.0,26.0539,34.9777,0.908,24.5595,27.5483,24.2729,27.835,21.4122,41.852,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-045000-agg.csv
HI-ZH,ZH docs,embed,70.0,26.4858,35.338,0.9173,24.976,27.9956,24.6864,28.2852,21.8511,42.1103,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-045015-agg.csv
HI-ZH,ZH docs,embed,90.0,26.5415,34.94,0.907,25.0487,28.0343,24.7624,28.3206,21.6954,43.0312,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-045030-agg.csv
HI-ZH,ZH docs,embed,100.0,26.0793,34.6892,0.9005,24.5972,27.5614,24.313,27.8457,21.3059,42.4921,bge-m3,mmarco-8841823-chinese-hi-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-045045-agg.csv
ID-VI,ID + VI docs,embed,0.0,28.8811,35.9627,0.9335,27.3446,30.4176,27.0499,30.7123,23.9941,45.5919,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-061321-agg.csv
ID-VI,ID + VI docs,embed,10.0,29.0506,35.9429,0.933,27.5149,30.5862,27.2204,30.8808,24.1042,45.9288,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-061342-agg.csv
ID-VI,ID + VI docs,embed,30.0,29.1828,36.1821,0.9392,27.6369,30.7287,27.3404,31.0252,24.3106,45.8277,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-061403-agg.csv
ID-VI,ID + VI docs,embed,50.0,28.952,36.0393,0.9355,27.4122,30.4917,27.1169,30.7871,24.0561,45.7154,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-061426-agg.csv
ID-VI,ID + VI docs,embed,70.0,28.0047,35.9626,0.9335,26.4682,29.5412,26.1735,29.8359,23.2488,44.2442,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-061449-agg.csv
ID-VI,ID + VI docs,embed,90.0,26.8152,35.9137,0.9323,25.2808,28.3496,24.9865,28.6439,22.4889,41.6667,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-061510-agg.csv
ID-VI,ID + VI docs,embed,100.0,26.2203,35.9975,0.9344,24.6823,27.7583,24.3873,28.0533,22.1595,40.2516,bge-m3,mmarco-8841823-bilingual-id-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-061530-agg.csv
